customer_id,recency,frequency,monetary,cluster,segment
C104295,108,5,646026.21,1,At Risk
C104296,181,11,1595193.189,0,Champions
C104297,133,12,1240349.85,0,Champions
C104298,194,5,537111.62,1,At Risk
C104299,277,8,490638.28,1,At Risk
C104300,294,8,891579.84,3,Loyal Customers
C104301,52,9,672291.68,3,Loyal Customers
C104302,163,9,945134.04,3,Loyal Customers
C104303,88,7,329808.22000000003,1,At Risk
C104304,152,6,414986.17,1,At Risk
C104305,105,11,1015753.09,0,Champions
C104306,59,10,1070460.77,0,Champions
C104307,15,6,614507.4,1,At Risk
C104308,31,9,1188751.52,0,Champions
C104309,37,10,804952.12,3,Loyal Customers
C104310,256,9,838444.54,3,Loyal Customers
C104311,24,9,524646.5360000001,3,Loyal Customers
C104312,114,11,1006268.75,0,Champions
C104313,137,6,705731.14,1,At Risk
C104314,220,8,1188687.06,3,Loyal Customers
C104315,164,9,888265.11,3,Loyal Customers
C104316,17,12,1640773.87,0,Champions
C104317,79,6,695475.48,1,At Risk
C104318,98,10,729531.89,3,Loyal Customers
C104319,245,9,834976.5900000001,3,Loyal Customers
C104320,140,8,1064039.55,3,Loyal Customers
C104321,13,4,317881.43,1,At Risk
C104322,253,4,196548.88,1,At Risk
C104323,41,7,561033.86,1,At Risk
C104324,143,9,844336.25,3,Loyal Customers
C104325,84,10,1003803.15,3,Loyal Customers
C104326,112,8,809561.3415,3,Loyal Customers
C104327,94,10,1340679.3699999999,0,Champions
C104328,132,7,936869.694,3,Loyal Customers
C104329,347,4,423052.48000000004,2,New / Low Engagement
C104330,76,13,1854815.6099999999,0,Champions
C104331,6,6,689930.76,1,At Risk
C104332,32,9,990081.33,3,Loyal Customers
C104333,80,7,821449.1100000001,3,Loyal Customers
C104334,40,20,1541200.33,0,Champions
C104335,276,7,609592.74,2,New / Low Engagement
C104336,15,10,1377229.87,0,Champions
C104337,99,9,1529188.8800000001,0,Champions
C104338,128,5,693401.97,1,At Risk
C104339,239,8,650647.16,3,Loyal Customers
C104340,3,6,615018.89,1,At Risk
C104341,28,11,1196281.6099999999,0,Champions
C104342,87,9,934243.69,3,Loyal Customers
C104343,214,10,1423594.71,0,Champions
C104344,87,9,965404.48,3,Loyal Customers
C104345,96,10,969979.01,3,Loyal Customers
C104346,181,4,214289.5,1,At Risk
C104347,10,10,1539537.92,0,Champions
C104348,26,8,661355.0,3,Loyal Customers
C104349,43,5,359296.338,1,At Risk
C104350,204,9,1182032.82,3,Loyal Customers
C104351,76,10,1099657.41,0,Champions
C104352,28,8,1433706.8599999999,0,Champions
C104353,40,6,674819.3,1,At Risk
C104354,36,4,642368.37,1,At Risk
C104355,93,6,729697.85,1,At Risk
C104356,7,9,861789.88,3,Loyal Customers
C104357,19,5,245794.05,1,At Risk
C104358,249,8,1031177.84,3,Loyal Customers
C104359,72,11,1138028.03,0,Champions
C104360,51,9,1237907.8900000001,0,Champions
C104361,75,5,384131.1,1,At Risk
C104362,6,9,1193649.69,0,Champions
C104363,59,5,457826.56,1,At Risk
C104364,105,12,1598397.6500000001,0,Champions
C104365,261,6,647902.9099999999,1,At Risk
C104366,65,8,1067787.63,3,Loyal Customers
C104367,45,5,518727.53,1,At Risk
C104368,33,9,650434.06,3,Loyal Customers
C104369,3,12,1109870.6099999999,0,Champions
C104370,182,10,724993.9299999999,3,Loyal Customers
C104371,12,9,852991.09,3,Loyal Customers
C104372,210,9,1564409.76,0,Champions
C104373,9,10,935273.42,3,Loyal Customers
C104374,90,8,976244.74,3,Loyal Customers
C104375,3,14,1100808.55,0,Champions
C104376,184,8,704165.0,3,Loyal Customers
C104377,49,13,1792425.1500000001,0,Champions
C104378,28,6,467952.33999999997,1,At Risk
C104379,290,8,694073.44,3,Loyal Customers
C104380,355,6,457482.18999999994,2,New / Low Engagement
C104381,110,2,161226.95,1,At Risk
C104382,54,9,682527.82445,3,Loyal Customers
C104383,10,7,682174.025,3,Loyal Customers
C104384,29,4,549108.63,1,At Risk
C104385,103,4,281093.01999999996,1,At Risk
C104386,327,9,1713362.13,0,Champions
C104387,51,2,60737.8,1,At Risk
C104388,46,13,1199025.1275,0,Champions
C104389,183,8,960816.38,3,Loyal Customers
C104390,363,4,163569.2,2,New / Low Engagement
C104391,26,8,539860.65,3,Loyal Customers
C104392,56,6,532775.88,1,At Risk
C104393,28,12,1324287.56,0,Champions
C104394,179,8,905681.24,3,Loyal Customers
C104395,29,4,203086.41,1,At Risk
C104396,41,9,979827.5,3,Loyal Customers
C104397,121,8,775756.4299999999,3,Loyal Customers
C104398,56,8,596150.0,3,Loyal Customers
C104399,307,5,373097.76,2,New / Low Engagement
C104400,71,8,811887.2,3,Loyal Customers
C104401,32,7,842629.13,3,Loyal Customers
C104402,258,6,403968.45,1,At Risk
C104403,72,9,957981.6895,3,Loyal Customers
C104404,123,5,158408.7,1,At Risk
C104405,220,5,557238.5900000001,1,At Risk
C104406,554,4,374530.06,2,New / Low Engagement
C104407,54,8,723765.8200000001,3,Loyal Customers
C104408,61,8,1269475.3900000001,3,Loyal Customers
C104409,64,12,1368965.46,0,Champions
C104410,801,4,418456.77,2,New / Low Engagement
C104411,23,5,402019.94,1,At Risk
C104412,34,7,314883.052,1,At Risk
C104413,93,4,714229.3300000001,1,At Risk
C104414,92,8,710602.6599999999,3,Loyal Customers
C104415,124,10,792579.6,3,Loyal Customers
C104416,91,5,364306.9,1,At Risk
C104417,486,3,137947.34,2,New / Low Engagement
C104418,167,3,280093.99,1,At Risk
C104419,37,8,858554.73,3,Loyal Customers
C104420,530,4,439954.52,2,New / Low Engagement
C104421,71,6,462703.46,1,At Risk
C104422,152,5,340134.89,1,At Risk
C104423,20,3,363740.63,1,At Risk
C104424,359,4,338159.85000000003,2,New / Low Engagement
C104425,266,7,370375.206,1,At Risk
C104426,143,10,1082876.95,3,Loyal Customers
C104427,32,8,726876.63,3,Loyal Customers
C104428,302,4,413104.58999999997,2,New / Low Engagement
C104429,133,11,831510.78,3,Loyal Customers
C104430,24,7,1303445.37,3,Loyal Customers
C104431,92,13,1116891.651,0,Champions
C104432,267,5,413030.6,1,At Risk
C104433,245,10,920308.97,3,Loyal Customers
C104434,2,5,580039.19,1,At Risk
C104435,242,6,446701.82,1,At Risk
C104436,112,7,818563.41,3,Loyal Customers
C104437,7,7,752157.33,3,Loyal Customers
C104438,14,7,670935.52,3,Loyal Customers
C104439,2,8,664218.53,3,Loyal Customers
C104440,63,12,1080914.36,0,Champions
C104441,256,6,474949.23,1,At Risk
C104442,194,12,1973611.4,0,Champions
C104443,6,11,1208787.6099999999,0,Champions
C104444,40,6,608458.94,1,At Risk
C104445,301,8,409983.1015,2,New / Low Engagement
C104446,17,7,841078.11,3,Loyal Customers
C104447,79,5,464293.42,1,At Risk
C104448,164,13,1352221.72,0,Champions
C104449,110,4,333141.342,1,At Risk
C104450,209,8,1019022.52,3,Loyal Customers
C104451,99,5,555256.768,1,At Risk
C104452,189,4,272885.13,1,At Risk
C104453,88,9,672297.0,3,Loyal Customers
C104454,114,8,795959.03,3,Loyal Customers
C104455,159,7,462473.04000000004,1,At Risk
C104456,109,5,584379.38,1,At Risk
C104457,159,9,707272.01,3,Loyal Customers
C104458,74,5,540073.3099999999,1,At Risk
C104459,74,8,710772.88,3,Loyal Customers
C104460,957,2,37267.82,2,New / Low Engagement
C104461,98,10,1229790.88,0,Champions
C104462,144,8,785414.88,3,Loyal Customers
C104463,105,7,745383.89,3,Loyal Customers
C104464,83,8,506994.39,3,Loyal Customers
C104465,472,6,433131.5,2,New / Low Engagement
C104466,28,9,1205074.75,0,Champions
C104467,121,5,459777.27999999997,1,At Risk
C104468,535,3,297627.96,2,New / Low Engagement
C104469,57,6,356107.8,1,At Risk
C104470,111,13,1512686.51,0,Champions
C104471,141,5,1172141.08,3,Loyal Customers
C104472,913,2,176744.03,2,New / Low Engagement
C104473,324,5,505250.31,2,New / Low Engagement
C104474,176,14,1471060.95,0,Champions
C104475,264,9,1344098.922,0,Champions
C104476,267,10,930590.25,3,Loyal Customers
C104477,47,4,484832.44,1,At Risk
C104478,79,8,1144868.95,3,Loyal Customers
C104479,81,7,936657.6699999999,3,Loyal Customers
C104480,291,7,407054.33999999997,2,New / Low Engagement
C104481,141,8,894993.28,3,Loyal Customers
C104482,59,11,1587634.13,0,Champions
C104483,101,5,465219.99,1,At Risk
C104484,355,7,736212.78,2,New / Low Engagement
C104485,175,8,803487.6499999999,3,Loyal Customers
C104486,230,5,775843.88,1,At Risk
C104487,9,8,927570.2000000001,3,Loyal Customers
C104488,158,6,775758.2000000001,1,At Risk
C104489,12,11,1166074.67,0,Champions
C104490,52,8,858034.5800000001,3,Loyal Customers
C104491,62,7,887153.47,3,Loyal Customers
C104492,391,8,869468.64,2,New / Low Engagement
C104493,22,7,917122.5,3,Loyal Customers
C104494,4,13,1534843.8699999999,0,Champions
C104495,114,7,974776.11,3,Loyal Customers
C104496,133,5,643852.13,1,At Risk
C104497,114,14,2216221.48,0,Champions
C104498,237,3,176559.93,1,At Risk
C104499,602,1,31220.1,2,New / Low Engagement
C104500,10,4,438778.93,1,At Risk
C104501,137,7,517305.81,1,At Risk
C104502,52,11,1688411.44,0,Champions
C104503,79,9,1165655.45,3,Loyal Customers
C104504,112,11,1032826.6599999999,0,Champions
C104505,95,6,850463.6699999999,3,Loyal Customers
C104506,282,5,694334.47,2,New / Low Engagement
C104507,216,13,1038272.8,0,Champions
C104508,271,4,405098.83,1,At Risk
C104509,58,10,1624549.21,0,Champions
C104510,13,3,432765.03,1,At Risk
C104511,142,11,893246.48,3,Loyal Customers
C104512,19,12,1516030.0999999999,0,Champions
C104513,61,6,374979.88,1,At Risk
C104514,33,7,543186.66,1,At Risk
C104515,384,5,550285.2,2,New / Low Engagement
C104516,248,2,197699.89,1,At Risk
C104517,341,9,636983.05,2,New / Low Engagement
C104518,188,5,418305.32,1,At Risk
C104519,65,11,1073561.54,0,Champions
C104520,226,7,915632.44,3,Loyal Customers
C104521,54,12,1188893.52,0,Champions
C104522,167,5,400357.55,1,At Risk
C104523,273,3,275434.6,2,New / Low Engagement
C104524,109,12,1227092.71,0,Champions
C104525,74,13,1616854.8299999998,0,Champions
C104526,198,4,392637.56,1,At Risk
C104527,4,7,495515.47000000003,1,At Risk
C104528,26,6,307696.2,1,At Risk
C104529,187,10,1351401.8,0,Champions
C104530,90,7,580160.37,1,At Risk
C104531,158,5,178901.72999999998,1,At Risk
C104532,58,7,492571.15,1,At Risk
C104533,435,10,1397638.3,0,Champions
C104534,45,7,577796.59,1,At Risk
C104535,25,6,856824.869,3,Loyal Customers
C104536,10,13,1329683.02,0,Champions
C104537,135,7,746435.88,3,Loyal Customers
C104538,120,9,1466788.1,0,Champions
C104539,348,9,699615.79,2,New / Low Engagement
C104540,15,5,602584.33,1,At Risk
C104541,105,7,559835.19,1,At Risk
C104542,28,5,474412.4,1,At Risk
C104543,114,6,584864.77,1,At Risk
C104544,75,10,1275977.6099999999,0,Champions
C104545,5,7,779462.49,3,Loyal Customers
C104546,106,6,670994.53,1,At Risk
C104547,163,6,734162.4,1,At Risk
C104548,7,5,558777.03,1,At Risk
C104549,52,10,996008.17,3,Loyal Customers
C104550,57,5,734379.74,1,At Risk
C104551,10,10,991927.38,3,Loyal Customers
C104552,280,11,768429.79,3,Loyal Customers
C104553,38,9,818189.2999999999,3,Loyal Customers
C104554,172,5,393998.4,1,At Risk
C104555,231,9,1242618.79,0,Champions
C104556,188,6,267296.65,1,At Risk
C104557,97,6,550549.96,1,At Risk
C104558,127,10,898948.31,3,Loyal Customers
C104559,167,3,162716.46000000002,1,At Risk
C104560,28,4,620092.6,1,At Risk
C104561,38,15,1411839.05,0,Champions
C104562,21,10,1136041.05,0,Champions
C104563,43,8,1001384.28,3,Loyal Customers
C104564,158,10,531766.3300000001,3,Loyal Customers
C104565,14,8,995887.79,3,Loyal Customers
C104566,39,13,1046867.709,0,Champions
C104567,23,9,1197853.57,0,Champions
C104568,1094,1,50231.62,2,New / Low Engagement
C104569,14,9,842710.88,3,Loyal Customers
C104570,41,10,941629.55,3,Loyal Customers
C104571,330,9,1274446.17,0,Champions
C104572,180,8,999058.2899999999,3,Loyal Customers
C104573,23,5,602030.33,1,At Risk
C104574,68,11,892026.66,3,Loyal Customers
C104575,10,9,1020853.03,3,Loyal Customers
C104576,24,8,919975.55,3,Loyal Customers
C104577,179,7,712021.17,3,Loyal Customers
C104578,200,6,365537.88,1,At Risk
C104579,59,9,845141.57,3,Loyal Customers
C104580,105,5,435406.73,1,At Risk
C104581,8,9,724681.22,3,Loyal Customers
C104582,112,11,696375.18,3,Loyal Customers
C104583,230,12,1112719.92,0,Champions
C104584,195,6,762847.7,1,At Risk
C104585,8,8,782456.0,3,Loyal Customers
C104586,467,3,175157.17,2,New / Low Engagement
C104587,121,6,1041424.93,3,Loyal Customers
C104588,200,8,726760.7,3,Loyal Customers
C104589,61,11,1366418.53,0,Champions
C104590,30,8,1028991.33,3,Loyal Customers
C104591,142,4,601120.2,1,At Risk
C104592,159,10,1278361.48,0,Champions
C104593,288,4,311307.275,2,New / Low Engagement
C104594,20,8,862726.9,3,Loyal Customers
C104595,402,10,1105655.13,3,Loyal Customers
C104596,204,7,672286.61,3,Loyal Customers
C104597,198,7,605450.3200000001,1,At Risk
C104598,49,3,353074.25,1,At Risk
C104599,216,10,988150.98,3,Loyal Customers
C104600,1,11,1436878.78,0,Champions
C104601,9,10,665500.27,3,Loyal Customers
C104602,107,6,554100.81,1,At Risk
C104603,1,4,281823.44,1,At Risk
C104604,45,4,366643.4125,1,At Risk
C104605,3,9,683559.12,3,Loyal Customers
C104606,169,4,231098.52000000002,1,At Risk
C104607,128,6,728696.9,1,At Risk
C104608,125,7,469406.26,1,At Risk
C104609,65,8,1285163.7000000002,3,Loyal Customers
C104610,4,7,1018111.69,3,Loyal Customers
C104611,205,10,1088210.0,3,Loyal Customers
C104612,44,12,1108945.46,0,Champions
C104613,373,2,236221.16,2,New / Low Engagement
C104614,121,13,1185006.66,0,Champions
C104615,48,8,950020.5800000001,3,Loyal Customers
C104616,36,11,849898.22,3,Loyal Customers
C104617,39,15,1258003.85,0,Champions
C104618,107,9,1121772.48,3,Loyal Customers
C104619,84,10,1252524.92,0,Champions
C104620,1,8,482657.48000000004,3,Loyal Customers
C104621,17,6,503173.81,1,At Risk
C104622,31,3,549740.1,1,At Risk
C104623,97,3,315654.0,1,At Risk
C104624,66,4,554103.25,1,At Risk
C104625,44,9,932817.5839999999,3,Loyal Customers
C104626,137,7,865696.26,3,Loyal Customers
C104627,102,7,502700.558,1,At Risk
C104628,213,7,862415.62,3,Loyal Customers
C104629,57,12,1205906.65,0,Champions
C104630,276,6,437896.71,2,New / Low Engagement
C104631,12,10,941103.51,3,Loyal Customers
C104632,510,6,462295.82,2,New / Low Engagement
C104633,5,10,1142893.04,0,Champions
C104634,135,10,1274647.812,0,Champions
C104635,9,3,641970.34,1,At Risk
C104636,1,13,1054385.8,0,Champions
C104637,48,11,1309485.5,0,Champions
C104638,39,6,960402.64,3,Loyal Customers
C104639,1036,1,124374.21,2,New / Low Engagement
C104640,55,10,1075719.99,0,Champions
C104641,308,7,660471.48,2,New / Low Engagement
C104642,144,9,945390.96,3,Loyal Customers
C104643,79,7,1318656.78,3,Loyal Customers
C104644,76,8,491677.82,3,Loyal Customers
C104645,34,5,546279.13,1,At Risk
C104646,210,13,1823327.87,0,Champions
C104647,58,9,998439.66,3,Loyal Customers
C104648,492,5,324160.33,2,New / Low Engagement
C104649,45,8,996731.9600000001,3,Loyal Customers
C104650,185,4,503761.15,1,At Risk
C104651,60,11,415192.34,3,Loyal Customers
C104652,116,8,968115.8,3,Loyal Customers
C104653,355,7,955974.0900000001,2,New / Low Engagement
C104654,110,8,1261507.14,3,Loyal Customers
C104655,59,9,1032679.74,3,Loyal Customers
C104656,143,3,65945.52,1,At Risk
C104657,317,6,606203.04,2,New / Low Engagement
C104658,43,8,849419.5700000001,3,Loyal Customers
C104659,121,10,1180814.38,0,Champions
C104660,151,7,521865.40099999995,1,At Risk
C104661,97,7,622932.5,1,At Risk
C104662,147,7,246625.52999999997,1,At Risk
C104663,18,11,1639917.52,0,Champions
C104664,88,13,1166340.5699999998,0,Champions
C104665,49,7,710529.1,3,Loyal Customers
C104666,89,10,985490.9099999999,3,Loyal Customers
C104667,308,7,653664.62,2,New / Low Engagement
C104668,44,12,1579451.15,0,Champions
C104669,34,8,991073.37,3,Loyal Customers
C104670,276,6,862946.48,3,Loyal Customers
C104671,65,4,547195.23,1,At Risk
C104672,47,9,727993.4600000001,3,Loyal Customers
C104673,88,10,836794.34,3,Loyal Customers
C104674,89,13,1598095.3599999999,0,Champions
C104675,678,3,281226.60000000003,2,New / Low Engagement
C104676,257,5,167378.19,1,At Risk
C104677,240,14,1097105.92,0,Champions
C104678,175,6,607453.52,1,At Risk
C104679,543,6,742991.0769999999,2,New / Low Engagement
C104680,75,6,779155.8099999999,3,Loyal Customers
C104681,50,10,1388344.98,0,Champions
C104682,493,3,520935.14,2,New / Low Engagement
C104683,361,8,673582.24,2,New / Low Engagement
C104684,64,6,1174652.1600000001,3,Loyal Customers
C104685,71,9,1089591.72,3,Loyal Customers
C104686,123,10,815071.9199999999,3,Loyal Customers
C104687,86,8,1350961.44,0,Champions
C104688,75,6,558079.7000000001,1,At Risk
C104689,129,3,350883.14,1,At Risk
C104690,178,7,843238.53,3,Loyal Customers
C104691,75,8,609653.0700000001,3,Loyal Customers
C104692,138,9,1024223.02,3,Loyal Customers
C104693,67,10,1240028.37,0,Champions
C104694,45,9,882851.54,3,Loyal Customers
C104695,61,11,607607.93,3,Loyal Customers
C104696,616,1,3599.23,2,New / Low Engagement
C104697,132,7,612177.37,1,At Risk
C104698,230,4,377740.6325,1,At Risk
C104699,4,7,1058248.81,3,Loyal Customers
C104700,236,8,1100734.68,3,Loyal Customers
C104701,45,10,1126131.3900000001,0,Champions
C104702,40,11,1079703.55,0,Champions
C104703,153,9,723416.41,3,Loyal Customers
C104704,440,10,1005486.36,2,New / Low Engagement
C104705,61,7,1170516.48,3,Loyal Customers
C104706,138,8,1249946.81,3,Loyal Customers
C104707,252,14,1281672.46,0,Champions
C104708,85,6,673127.04,1,At Risk
C104709,8,10,1533702.87,0,Champions
C104710,16,7,601484.09,1,At Risk
C104711,110,6,743640.34,1,At Risk
C104712,133,7,688151.38,3,Loyal Customers
C104713,67,10,1700976.2,0,Champions
C104714,109,10,743447.33,3,Loyal Customers
C104715,135,10,817618.54,3,Loyal Customers
C104716,43,5,590891.38,1,At Risk
C104717,8,7,643228.9,3,Loyal Customers
C104718,383,5,589901.35,2,New / Low Engagement
C104719,92,13,1573608.08,0,Champions
C104720,44,9,835422.0075000001,3,Loyal Customers
C104721,294,8,695444.99,3,Loyal Customers
C104722,379,5,667961.5700000001,2,New / Low Engagement
C104723,40,7,499240.88,1,At Risk
C104724,166,7,445398.66000000003,1,At Risk
C104725,282,8,743155.11,3,Loyal Customers
C104726,229,11,926014.1699999999,3,Loyal Customers
C104727,562,4,240796.69999999998,2,New / Low Engagement
C104728,515,5,577447.89,2,New / Low Engagement
C104729,22,8,920937.38,3,Loyal Customers
C104730,94,7,1177902.02,3,Loyal Customers
C104731,121,3,226837.392,1,At Risk
C104732,47,7,732480.33,3,Loyal Customers
C104733,46,7,905726.46,3,Loyal Customers
C104734,136,7,941865.47,3,Loyal Customers
C104735,100,7,860898.53,3,Loyal Customers
C104736,1,8,881093.43,3,Loyal Customers
C104737,112,6,987492.47,3,Loyal Customers
C104738,1,5,503948.16,1,At Risk
C104739,105,5,498581.65,1,At Risk
C104740,78,10,922340.79,3,Loyal Customers
C104741,17,9,803888.0,3,Loyal Customers
C104742,110,8,748841.35,3,Loyal Customers
C104743,7,9,729889.46,3,Loyal Customers
C104744,197,7,553584.76,1,At Risk
C104745,614,6,367903.02,2,New / Low Engagement
C104746,44,9,1035389.79,3,Loyal Customers
C104747,103,15,1588158.66,0,Champions
C104748,22,10,870928.28,3,Loyal Customers
C104749,15,9,1269743.07,0,Champions
C104750,92,8,571656.88,3,Loyal Customers
C104751,68,10,659772.35,3,Loyal Customers
C104752,97,4,219450.48,1,At Risk
C104753,173,7,866144.85,3,Loyal Customers
C104754,277,3,466652.79000000004,2,New / Low Engagement
C104755,159,6,760851.0599999999,1,At Risk
C104756,79,8,1043935.1000000001,3,Loyal Customers
C104757,57,6,803773.88,3,Loyal Customers
C104758,774,1,52438.2,2,New / Low Engagement
C104759,578,5,672433.89,2,New / Low Engagement
C104760,155,10,1170363.52,0,Champions
C104761,123,7,377030.62,1,At Risk
C104762,291,6,1071910.5350000001,3,Loyal Customers
C104763,36,9,1064969.82,3,Loyal Customers
C104764,60,8,1230092.78,3,Loyal Customers
C104765,27,8,947085.14,3,Loyal Customers
C104766,341,4,436049.19,2,New / Low Engagement
C104767,42,5,151709.27,1,At Risk
C104768,22,5,485414.7,1,At Risk
C104769,4,15,1616718.53,0,Champions
C104770,91,2,139852.74,1,At Risk
C104771,31,12,1101292.6,0,Champions
C104772,3,9,981327.71,3,Loyal Customers
C104773,5,7,873559.11,3,Loyal Customers
C104774,2,11,1123807.68,0,Champions
C104775,86,10,1056997.61,3,Loyal Customers
C104776,122,7,603021.506,1,At Risk
C104777,78,14,1983670.0,0,Champions
C104778,134,8,708702.252,3,Loyal Customers
C104779,194,4,616514.384,1,At Risk
C104780,152,8,955515.65,3,Loyal Customers
C104781,77,6,552115.15,1,At Risk
C104782,231,8,901561.65,3,Loyal Customers
C104783,147,12,1881455.1400000001,0,Champions
C104784,191,7,800376.9600000001,3,Loyal Customers
C104785,14,10,1268620.0050000001,0,Champions
C104786,72,11,1156571.24,0,Champions
C104787,261,4,327494.43000000005,1,At Risk
C104788,77,5,760475.71,1,At Risk
C104789,93,6,623038.6799999999,1,At Risk
C104790,186,6,691714.9805,1,At Risk
C104791,107,9,623217.1,3,Loyal Customers
C104792,286,6,711044.69,2,New / Low Engagement
C104793,40,7,928339.48,3,Loyal Customers
C104794,53,5,568930.22,1,At Risk
C104795,70,3,42089.79,1,At Risk
C104796,99,11,725561.52,3,Loyal Customers
C104797,244,8,737417.38,3,Loyal Customers
C104798,57,10,796705.6,3,Loyal Customers
C104799,58,5,593491.27,1,At Risk
C104800,73,10,1381918.36,0,Champions
C104801,147,5,453109.06000000006,1,At Risk
C104802,103,6,831459.0599999999,3,Loyal Customers
C104803,16,10,1003582.71,3,Loyal Customers
C104804,344,4,291436.70999999996,2,New / Low Engagement
C104805,68,12,1385654.1300000001,0,Champions
C104806,80,10,734137.6799999999,3,Loyal Customers
C104807,384,7,736097.67,2,New / Low Engagement
C104808,290,4,349890.78,2,New / Low Engagement
C104809,104,8,539435.71,3,Loyal Customers
C104810,304,4,345278.58999999997,2,New / Low Engagement
C104811,120,4,771438.79,1,At Risk
C104812,24,7,575725.19,1,At Risk
C104813,346,6,512777.52684,2,New / Low Engagement
C104814,156,9,863381.5599999999,3,Loyal Customers
C104815,123,9,751940.441,3,Loyal Customers
C104816,226,12,985704.49,0,Champions
C104817,190,5,752346.0700000001,1,At Risk
C104818,172,6,648912.86,1,At Risk
C104819,818,4,358808.57,2,New / Low Engagement
C104820,75,7,807594.23,3,Loyal Customers
C104821,30,4,621232.5800000001,1,At Risk
C104822,26,7,545379.12,1,At Risk
C104823,204,9,694460.85,3,Loyal Customers
C104824,30,9,817056.22,3,Loyal Customers
C104825,126,7,516266.89,1,At Risk
C104826,137,9,894756.71,3,Loyal Customers
C104827,120,12,989115.8,0,Champions
C104828,12,15,1261670.17,0,Champions
C104829,11,7,830580.78,3,Loyal Customers
C104830,414,3,207186.53999999998,2,New / Low Engagement
C104831,216,8,739392.87,3,Loyal Customers
C104832,87,10,942965.11,3,Loyal Customers
C104833,112,9,762821.15,3,Loyal Customers
C104834,65,7,1152527.86,3,Loyal Customers
C104835,31,9,838912.49,3,Loyal Customers
C104836,343,3,229236.46,2,New / Low Engagement
C104837,27,12,1368119.17,0,Champions
C104838,139,10,1434181.75,0,Champions
C104839,21,13,1771821.2,0,Champions
C104840,20,7,854406.43,3,Loyal Customers
C104841,5,6,1080381.31,3,Loyal Customers
C104842,22,9,617579.04,3,Loyal Customers
C104843,243,7,776848.75,3,Loyal Customers
C104844,7,6,691254.0700000001,1,At Risk
C104845,751,4,384501.4,2,New / Low Engagement
C104846,44,8,1064197.15,3,Loyal Customers
C104847,60,7,592355.3200000001,1,At Risk
C104848,322,6,661311.03,2,New / Low Engagement
C104849,37,10,1657378.46,0,Champions
C104850,47,8,530357.5599999999,3,Loyal Customers
C104851,92,5,521042.76,1,At Risk
C104852,319,6,957118.72,2,New / Low Engagement
C104853,112,10,1458223.36,0,Champions
C104854,168,6,522135.3,1,At Risk
C104855,44,6,665670.13,1,At Risk
C104856,172,10,1194302.3090000001,0,Champions
C104857,69,12,1578422.3,0,Champions
C104858,67,6,788124.52,3,Loyal Customers
C104859,3,3,242377.54,1,At Risk
C104860,21,7,671467.33,3,Loyal Customers
C104861,167,6,898855.34,3,Loyal Customers
C104862,34,11,777080.78,3,Loyal Customers
C104863,139,8,656535.4,3,Loyal Customers
C104864,64,6,550657.71,1,At Risk
C104865,60,6,813770.75,3,Loyal Customers
C104866,54,5,495293.62,1,At Risk
C104867,29,7,966822.54,3,Loyal Customers
C104868,356,4,599851.66,2,New / Low Engagement
C104869,160,7,932302.73,3,Loyal Customers
C104870,177,5,721358.73,1,At Risk
C104871,50,7,614304.33,1,At Risk
C104872,275,5,567130.5700000001,2,New / Low Engagement
C104873,252,10,1028835.55,3,Loyal Customers
C104874,167,4,282937.25,1,At Risk
C104875,146,9,670159.32,3,Loyal Customers
C104876,106,9,1143760.09,3,Loyal Customers
C104877,17,10,1516426.22,0,Champions
C104878,29,5,1028111.61,3,Loyal Customers
C104879,8,11,1863677.56,0,Champions
C104880,22,7,531698.05,1,At Risk
C104881,18,9,1572145.5,0,Champions
C104882,74,13,1073654.13,0,Champions
C104883,92,6,777618.3200000001,3,Loyal Customers
C104884,319,4,342986.63,2,New / Low Engagement
C104885,16,7,785462.6,3,Loyal Customers
C104886,38,10,1558580.49,0,Champions
C104887,215,14,1163303.46,0,Champions
C104888,259,9,918989.68,3,Loyal Customers
C104889,113,7,399728.19,1,At Risk
C104890,208,12,989891.46,0,Champions
C104891,345,4,1008603.72,2,New / Low Engagement
C104892,43,6,589380.88,1,At Risk
C104893,346,12,1292494.71,0,Champions
C104894,43,6,450768.87,1,At Risk
C104895,331,5,482474.95,2,New / Low Engagement
C104896,80,4,396864.41,1,At Risk
C104897,273,4,117770.17000000001,1,At Risk
C104898,357,7,1058094.56,2,New / Low Engagement
C104899,143,12,1239337.79,0,Champions
C104900,248,2,431769.87,1,At Risk
C104901,447,6,198812.54,2,New / Low Engagement
C104902,13,2,259991.34,1,At Risk
C104903,54,5,669164.37,1,At Risk
C104904,407,3,316671.76,2,New / Low Engagement
C104905,20,6,267227.77,1,At Risk
C104906,29,6,823825.28,3,Loyal Customers
C104907,13,7,1080513.74,3,Loyal Customers
C104908,52,9,845232.63,3,Loyal Customers
C104909,70,10,1743585.36,0,Champions
C104910,102,8,1354300.88,0,Champions
C104911,32,4,701245.56,1,At Risk
C104912,300,5,632702.5,2,New / Low Engagement
C104913,356,8,694254.97,2,New / Low Engagement
C104914,154,10,830790.62,3,Loyal Customers
C104915,6,13,1418814.464,0,Champions
C104916,359,5,490628.17999999993,2,New / Low Engagement
C104917,4,14,1467625.8900000001,0,Champions
C104918,24,5,448410.04,1,At Risk
C104919,59,8,1044632.38,3,Loyal Customers
C104920,46,11,1630936.65,0,Champions
C104921,37,8,817930.88,3,Loyal Customers
C104922,346,3,294177.70999999996,2,New / Low Engagement
